date,weekday,direction,sweep,uptrend,result,pnl_pts
2025-09-15,Lunes,BUY,BAJO,True,WIN,62.2
2025-09-15,Lunes,SELL,ALTO,True,LOSS,0.0
2025-09-16,Martes,SELL,ALTO,True,WIN,208.3
2025-09-17,Miércoles,BUY,BAJO,True,WIN,35.5
2025-09-18,Jueves,SELL,ALTO,True,WIN,99.9
2025-09-19,Viernes,SELL,ALTO,True,LOSS,-20.0
2025-09-23,Martes,BUY,BAJO,True,LOSS,-17.0
2025-09-23,Martes,SELL,ALTO,True,WIN,24.7
2025-09-24,Miércoles,SELL,ALTO,True,WIN,35.7
2025-09-25,Jueves,BUY,BAJO,True,LOSS,-75.8
2025-09-26,Viernes,BUY,BAJO,True,WIN,83.2
2025-09-26,Viernes,SELL,ALTO,True,WIN,83.2
2025-09-29,Lunes,SELL,ALTO,True,LOSS,-7.7
2025-10-01,Miércoles,SELL,ALTO,True,LOSS,0.0
2025-10-02,Jueves,SELL,ALTO,True,LOSS,-49.8
2025-10-03,Viernes,BUY,BAJO,True,LOSS,-44.9
2025-10-03,Viernes,SELL,ALTO,True,WIN,53.0
2025-10-06,Lunes,SELL,ALTO,True,FLAT,33.5
2025-10-07,Martes,BUY,BAJO,True,WIN,69.2
2025-10-07,Martes,SELL,ALTO,True,WIN,69.2
2025-10-08,Miércoles,SELL,ALTO,True,LOSS,-20.5
2025-10-09,Jueves,BUY,BAJO,False,LOSS,-20.5
2025-10-10,Viernes,BUY,BAJO,True,WIN,41.2
2025-10-13,Lunes,BUY,BAJO,False,WIN,94.7
2025-10-14,Martes,BUY,BAJO,False,LOSS,-75.2
2025-10-15,Miércoles,SELL,ALTO,False,LOSS,-33.8
2025-10-16,Jueves,SELL,ALTO,True,LOSS,-14.6
2025-10-17,Viernes,BUY,BAJO,True,WIN,248.6
2025-10-17,Viernes,SELL,ALTO,True,LOSS,-125.6
2025-10-20,Lunes,BUY,BAJO,True,WIN,53.4
2025-10-21,Martes,BUY,BAJO,True,LOSS,-17.9
2025-10-22,Miércoles,BUY,BAJO,True,LOSS,-31.6
2025-10-23,Jueves,BUY,BAJO,True,WIN,121.0
2025-10-27,Lunes,SELL,ALTO,True,LOSS,-4.0
2025-10-28,Martes,BUY,BAJO,True,WIN,49.2
2025-10-29,Miércoles,SELL,ALTO,True,LOSS,-28.3
2025-10-31,Viernes,SELL,ALTO,True,WIN,65.0
2025-11-03,Lunes,SELL,ALTO,False,LOSS,0.0
2025-11-04,Martes,BUY,BAJO,False,WIN,92.4
2025-11-05,Miércoles,BUY,BAJO,False,WIN,83.2
2025-11-05,Miércoles,SELL,ALTO,False,LOSS,-61.4
2025-11-06,Jueves,SELL,ALTO,False,WIN,128.5
2025-11-07,Viernes,BUY,BAJO,True,LOSS,-70.3
2025-11-10,Lunes,SELL,ALTO,False,LOSS,-9.0
2025-11-11,Martes,BUY,BAJO,False,LOSS,-26.6
2025-11-12,Miércoles,SELL,ALTO,False,WIN,52.5
2025-11-13,Jueves,BUY,BAJO,False,LOSS,0.0
2025-11-14,Viernes,BUY,BAJO,True,LOSS,-110.7
2025-11-17,Lunes,BUY,BAJO,False,LOSS,-154.6
2025-11-18,Martes,SELL,ALTO,False,WIN,127.9
2025-11-19,Miércoles,SELL,ALTO,False,LOSS,0.0
2025-11-20,Jueves,BUY,BAJO,False,WIN,129.3
2025-11-20,Jueves,SELL,ALTO,False,LOSS,-77.6
2025-11-21,Viernes,BUY,BAJO,True,WIN,206.7
2025-11-21,Viernes,SELL,ALTO,True,WIN,206.7
2025-11-24,Lunes,BUY,BAJO,True,WIN,121.3
2025-11-24,Lunes,SELL,ALTO,True,LOSS,0.0
2025-11-25,Martes,BUY,BAJO,True,LOSS,-49.0
2025-11-25,Martes,SELL,ALTO,True,WIN,76.6
2025-11-26,Miércoles,BUY,BAJO,True,WIN,58.6
2025-12-02,Martes,SELL,ALTO,True,LOSS,0.0
2025-12-03,Miércoles,BUY,BAJO,True,LOSS,-23.4
2025-12-04,Jueves,SELL,ALTO,True,LOSS,-32.1
2025-12-05,Viernes,BUY,BAJO,True,WIN,82.1
2025-12-08,Lunes,BUY,BAJO,True,LOSS,-11.3
2025-12-08,Lunes,SELL,ALTO,True,LOSS,-31.0
2025-12-09,Martes,BUY,BAJO,True,LOSS,-40.1
2025-12-10,Miércoles,BUY,BAJO,True,LOSS,-51.9
2025-12-11,Jueves,SELL,ALTO,False,WIN,176.5
2025-12-12,Viernes,BUY,BAJO,True,LOSS,0.0
2025-12-15,Lunes,SELL,ALTO,False,LOSS,0.0
2025-12-16,Martes,SELL,ALTO,False,WIN,279.2
2025-12-17,Miércoles,SELL,ALTO,False,WIN,238.5
2025-12-18,Jueves,SELL,ALTO,False,LOSS,-86.9
2025-12-19,Viernes,SELL,ALTO,True,LOSS,-25.3
2025-12-22,Lunes,SELL,ALTO,True,LOSS,-26.5
2025-12-23,Martes,BUY,BAJO,True,WIN,56.1
2025-12-23,Martes,SELL,ALTO,True,LOSS,-24.1
2025-12-26,Viernes,SELL,ALTO,True,LOSS,-12.8
2025-12-29,Lunes,BUY,BAJO,True,LOSS,0.0
2025-12-30,Martes,SELL,ALTO,False,LOSS,-10.8
2025-12-31,Miércoles,SELL,ALTO,True,WIN,75.7
2026-01-02,Viernes,SELL,ALTO,True,LOSS,0.0
2026-01-05,Lunes,SELL,ALTO,True,LOSS,-16.5
2026-01-07,Miércoles,BUY,BAJO,False,WIN,38.8
2026-01-08,Jueves,SELL,ALTO,True,WIN,64.1
2026-01-09,Viernes,SELL,ALTO,True,LOSS,0.0
2026-01-12,Lunes,SELL,ALTO,True,LOSS,-15.6
2026-01-13,Martes,BUY,BAJO,False,WIN,75.5
2026-01-13,Martes,SELL,ALTO,False,WIN,75.5
2026-01-14,Miércoles,BUY,BAJO,False,LOSS,0.0
2026-01-15,Jueves,SELL,ALTO,False,LOSS,0.0
2026-01-16,Viernes,SELL,ALTO,True,LOSS,-40.4
2026-01-20,Martes,BUY,BAJO,False,WIN,116.3
2026-01-21,Miércoles,BUY,BAJO,False,WIN,162.4
2026-01-22,Jueves,SELL,ALTO,True,WIN,128.0
2026-01-23,Viernes,BUY,BAJO,True,WIN,82.9
2026-01-26,Lunes,BUY,BAJO,True,WIN,69.3
2026-01-27,Martes,SELL,ALTO,True,LOSS,-27.4
2026-01-29,Jueves,BUY,BAJO,False,LOSS,-26.0
2026-01-30,Viernes,BUY,BAJO,True,WIN,144.8
2026-01-30,Viernes,SELL,ALTO,True,LOSS,-71.5
2026-02-02,Lunes,SELL,ALTO,False,LOSS,-14.4
2026-02-03,Martes,BUY,BAJO,False,LOSS,-41.7
2026-02-05,Jueves,BUY,BAJO,False,LOSS,-149.8
2026-02-06,Viernes,SELL,ALTO,True,LOSS,0.0
2026-02-09,Lunes,BUY,BAJO,False,LOSS,-62.3
2026-02-10,Martes,SELL,ALTO,False,WIN,56.2
2026-02-11,Miércoles,BUY,BAJO,False,WIN,142.7
2026-02-11,Miércoles,SELL,ALTO,False,WIN,142.7
2026-02-12,Jueves,SELL,ALTO,False,WIN,46.8
2026-02-13,Viernes,BUY,BAJO,True,LOSS,-56.8
2026-02-13,Viernes,SELL,ALTO,True,LOSS,-56.8
2026-02-17,Martes,BUY,BAJO,False,LOSS,-75.2
2026-02-18,Miércoles,SELL,ALTO,False,WIN,90.9
2026-02-19,Jueves,BUY,BAJO,True,LOSS,0.0
2026-02-20,Viernes,BUY,BAJO,True,LOSS,-104.9
2026-02-20,Viernes,SELL,ALTO,True,WIN,174.8
2026-02-23,Lunes,SELL,ALTO,True,LOSS,-31.5
2026-02-24,Martes,SELL,ALTO,True,LOSS,-39.5
2026-02-25,Miércoles,SELL,ALTO,True,LOSS,0.0
2026-02-26,Jueves,SELL,ALTO,True,WIN,52.7
2026-02-27,Viernes,BUY,BAJO,True,FLAT,73.3
2026-02-27,Viernes,SELL,ALTO,True,WIN,183.0
2026-03-03,Martes,BUY,BAJO,True,WIN,214.2
2026-03-04,Miércoles,SELL,ALTO,True,LOSS,0.0
2026-03-05,Jueves,SELL,ALTO,False,WIN,124.0
2026-03-06,Viernes,BUY,BAJO,True,LOSS,-41.9
2026-03-09,Lunes,SELL,ALTO,False,LOSS,-49.1
2026-03-10,Martes,SELL,ALTO,True,WIN,184.2
2026-03-11,Miércoles,BUY,BAJO,False,WIN,104.1
2026-03-12,Jueves,SELL,ALTO,False,WIN,109.2
2026-03-13,Viernes,BUY,BAJO,True,WIN,216.0
2026-03-13,Viernes,SELL,ALTO,True,LOSS,-13.6
