date,weekday,setup,tier,open_pos,result,pnl_pts,entry,exit,va_range,poc,vah,val
2025-05-05,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,75.2,20045.6,20120.9,75.2,19999.2,20045.6,19970.4
2025-05-06,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-112.5,19907.0,19794.4,97.9,19855.0,19907.0,19809.1
2025-05-06,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-112.5,19809.1,19921.7,97.9,19855.0,19907.0,19809.1
2025-05-07,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-10.2,19967.5,19957.3,51.0,19982.4,20018.5,19967.5
2025-05-08,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-95.4,20220.8,20125.4,83.0,20190.8,20220.8,20137.8
2025-05-08,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,83.0,20137.8,20054.9,83.0,20190.8,20220.8,20137.8
2025-05-09,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-74.1,20234.2,20160.1,64.5,20197.0,20234.2,20169.8
2025-05-09,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-74.1,20169.8,20243.9,64.5,20197.0,20234.2,20169.8
2025-05-12,Lunes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,FLAT,22.7,20787.4,20764.8,204.1,20905.2,20991.5,20787.4
2025-05-13,Martes,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,LOSS,-24.8,21008.8,21033.5,123.9,20863.4,20941.9,20818.0
2025-05-14,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,17.8,21358.5,21376.2,76.9,21308.0,21358.5,21281.5
2025-05-14,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-88.5,21281.5,21370.0,76.9,21308.0,21358.5,21281.5
2025-05-15,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,104.8,21329.6,21434.4,104.8,21254.2,21329.6,21224.8
2025-05-16,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-74.6,21496.4,21421.8,64.9,21452.4,21496.4,21431.5
2025-05-16,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,64.9,21431.5,21366.6,64.9,21452.4,21496.4,21431.5
2025-05-19,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,76.9,21236.8,21313.7,76.9,21168.7,21236.8,21159.8
2025-05-19,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-88.5,21159.8,21248.3,76.9,21168.7,21236.8,21159.8
2025-05-20,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,46.6,21418.6,21372.0,46.6,21423.3,21465.2,21418.6
2025-05-21,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-65.1,21343.0,21277.9,56.6,21299.3,21343.0,21286.4
2025-05-21,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-65.1,21286.4,21351.5,56.6,21299.3,21343.0,21286.4
2025-05-22,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-109.2,21223.2,21113.9,95.0,21192.6,21223.2,21128.2
2025-05-22,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-109.2,21128.2,21237.4,95.0,21192.6,21223.2,21128.2
2025-05-23,Viernes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,FLAT,124.0,20811.2,20935.2,419.8,21155.4,21231.0,20811.2
2025-05-26,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-68.5,21285.7,21217.2,59.5,21260.9,21285.7,21226.1
2025-05-26,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-47.4,21226.1,21273.5,59.5,21260.9,21285.7,21226.1
2025-05-27,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,46.4,21353.1,21399.5,86.7,21303.1,21353.1,21266.4
2025-05-27,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-99.7,21266.4,21366.1,86.7,21303.1,21353.1,21266.4
2025-05-28,Miércoles,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,FLAT,-70.0,21507.0,21437.0,100.0,21439.6,21507.0,21407.0
2025-05-29,Jueves,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-33.4,21684.0,21650.7,166.8,21799.2,21850.8,21684.0
2025-05-30,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,84.4,21330.1,21245.7,84.4,21378.8,21414.5,21330.1
2025-06-02,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-11.4,21285.0,21296.4,56.9,21239.8,21263.9,21207.0
2025-06-03,Martes,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,LOSS,-20.2,21535.0,21555.2,101.0,21454.5,21505.0,21404.1
2025-06-04,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-72.7,21755.8,21683.2,63.2,21731.7,21755.8,21692.7
2025-06-04,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-72.7,21692.7,21765.3,63.2,21731.7,21755.8,21692.7
2025-06-05,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-99.6,21811.4,21711.9,86.6,21777.4,21811.4,21724.9
2025-06-05,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-99.6,21724.9,21824.4,86.6,21777.4,21811.4,21724.9
2025-06-06,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-13.4,21761.0,21774.4,67.2,21666.4,21700.0,21632.8
2025-06-09,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,54.0,21817.9,21871.9,54.0,21794.1,21817.9,21763.9
2025-06-09,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-62.1,21763.9,21826.0,54.0,21794.1,21817.9,21763.9
2025-06-10,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-99.9,21865.9,21766.0,86.9,21809.1,21865.9,21779.0
2025-06-10,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-95.5,21779.0,21874.5,86.9,21809.1,21865.9,21779.0
2025-06-11,Miércoles,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,WIN,43.8,22029.8,21986.0,112.0,21926.0,21986.0,21874.0
2025-06-12,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,80.0,21838.2,21918.2,80.0,21815.8,21838.2,21758.2
2025-06-13,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,94.4,21677.6,21772.0,94.4,21649.3,21677.6,21583.2
2025-06-16,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,91.6,21818.8,21910.4,91.6,21753.0,21818.8,21727.2
2025-06-17,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,50.4,21855.5,21905.9,50.4,21836.6,21855.5,21805.1
2025-06-17,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-58.0,21805.1,21863.1,50.4,21836.6,21855.5,21805.1
2025-06-18,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,50.5,21808.2,21858.7,50.5,21790.7,21808.2,21757.7
2025-06-18,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,50.5,21757.7,21707.2,50.5,21790.7,21808.2,21757.7
2025-06-20,Viernes,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,LOSS,-23.0,21806.5,21829.5,115.0,21681.9,21765.2,21650.2
2025-06-23,Lunes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-121.7,21906.9,21785.2,105.8,21885.1,21906.9,21801.1
2025-06-23,Lunes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-121.7,21801.1,21922.8,105.8,21885.1,21906.9,21801.1
2025-06-24,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,27.2,22335.0,22362.2,71.1,22305.0,22335.0,22264.0
2025-06-24,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-81.7,22264.0,22345.7,71.1,22305.0,22335.0,22264.0
2025-06-25,Miércoles,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-13.1,22508.0,22521.1,65.5,22425.0,22471.6,22406.0
2025-06-26,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,34.5,22575.4,22610.0,44.6,22557.9,22575.4,22530.9
2025-06-26,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,44.6,22530.9,22486.3,44.6,22557.9,22575.4,22530.9
2025-06-27,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-46.6,22764.4,22717.8,40.5,22735.7,22764.4,22723.9
2025-06-27,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-46.6,22723.9,22770.4,40.5,22735.7,22764.4,22723.9
2025-06-30,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,32.9,22866.8,22833.9,32.9,22881.0,22899.7,22866.8
2025-07-01,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-9.8,22812.8,22803.0,48.9,22831.1,22861.7,22812.8
2025-07-02,Miércoles,BOUNCE_FROM_VAL,TIER2_NORMAL,BELOW_VA,LOSS,-25.2,22655.1,22629.8,126.2,22764.6,22781.2,22655.1
2025-07-04,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-16.0,22935.3,22919.3,80.0,22999.7,23015.2,22935.3
2025-07-07,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-60.8,22976.9,22916.1,52.8,22947.4,22976.9,22924.0
2025-07-07,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-5.0,22924.0,22929.0,52.8,22947.4,22976.9,22924.0
2025-07-08,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-37.0,22954.4,22917.3,32.2,22934.8,22954.4,22922.2
2025-07-08,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,32.2,22922.2,22890.0,32.2,22934.8,22954.4,22922.2
2025-07-09,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,67.2,22955.8,23023.0,67.2,22931.5,22955.8,22888.6
2025-07-10,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-69.3,23073.6,23004.3,60.3,23041.8,23073.6,23013.4
2025-07-10,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-69.3,23013.4,23082.7,60.3,23041.8,23073.6,23013.4
2025-07-11,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,66.5,22922.7,22989.2,66.5,22887.3,22922.7,22856.2
2025-07-14,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-64.1,22909.0,22844.9,55.7,22882.9,22909.0,22853.3
2025-07-14,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-64.1,22853.3,22917.4,55.7,22882.9,22909.0,22853.3
2025-07-15,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-9.4,23196.0,23205.4,47.2,23166.7,23184.4,23137.2
2025-07-16,Miércoles,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-14.5,23073.2,23087.8,72.7,22999.3,23043.5,22970.8
2025-07-17,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-10.8,23145.8,23156.6,54.1,23091.5,23126.8,23072.7
2025-07-18,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,31.1,23286.2,23317.3,31.1,23271.6,23286.2,23255.1
2025-07-18,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-35.7,23255.1,23290.9,31.1,23271.6,23286.2,23255.1
2025-07-21,Lunes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-6.7,23264.9,23258.2,33.7,23287.8,23298.6,23264.9
2025-07-22,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-9.1,23334.8,23343.8,45.3,23300.8,23331.5,23286.2
2025-07-23,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-6.0,23244.4,23238.4,30.2,23261.3,23274.6,23244.4
2025-07-24,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-40.5,23392.7,23352.2,35.2,23383.9,23392.7,23357.4
2025-07-24,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-40.5,23357.4,23398.0,35.2,23383.9,23392.7,23357.4
2025-07-25,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-35.0,23387.5,23352.5,30.4,23372.3,23387.5,23357.0
2025-07-25,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-35.0,23357.0,23392.0,30.4,23372.3,23387.5,23357.0
2025-07-28,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-8.8,23484.8,23493.5,63.7,23496.5,23548.4,23484.8
2025-07-29,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-37.0,23608.6,23571.5,32.2,23592.5,23608.6,23576.4
2025-07-29,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-37.0,23576.4,23613.4,32.2,23592.5,23608.6,23576.4
2025-07-30,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-29.8,23508.1,23478.3,25.9,23503.1,23508.1,23482.2
2025-07-30,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-29.8,23482.2,23511.9,25.9,23503.1,23508.1,23482.2
2025-07-31,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,36.9,23774.3,23737.4,36.9,23797.3,23811.2,23774.3
2025-08-01,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,97.8,23060.8,22963.0,97.8,23095.1,23158.7,23060.8
2025-08-04,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,75.8,23081.5,23157.3,75.8,23057.0,23081.5,23005.7
2025-08-05,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-59.5,23395.1,23335.7,51.7,23366.2,23395.1,23343.4
2025-08-05,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,51.7,23343.4,23291.7,51.7,23366.2,23395.1,23343.4
2025-08-06,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,59.9,23199.1,23258.9,59.9,23161.1,23199.1,23139.2
2025-08-07,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-120.2,23639.0,23518.8,104.5,23605.2,23639.0,23534.4
2025-08-07,Jueves,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-120.2,23534.4,23654.7,104.5,23605.2,23639.0,23534.4
2025-08-08,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-8.4,23534.6,23526.2,42.1,23564.9,23576.7,23534.6
2025-08-11,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,9.7,23754.6,23764.2,48.2,23736.9,23754.6,23706.4
2025-08-11,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-55.5,23706.4,23761.8,48.2,23736.9,23754.6,23706.4
2025-08-12,Martes,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,LOSS,-24.1,23772.5,23796.6,120.5,23637.7,23731.8,23611.3
2025-08-13,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-53.1,24023.4,23970.2,46.2,23988.7,24023.4,23977.2
2025-08-13,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,46.2,23977.2,23931.0,46.2,23988.7,24023.4,23977.2
2025-08-14,Jueves,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-18.5,23874.2,23855.7,92.5,23929.2,23966.8,23874.2
2025-08-15,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,54.6,23878.1,23823.5,54.6,23888.7,23932.7,23878.1
2025-08-18,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-64.7,23803.8,23739.1,56.2,23773.6,23803.8,23747.5
2025-08-18,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-64.7,23747.5,23812.2,56.2,23773.6,23803.8,23747.5
2025-08-19,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,34.5,23743.1,23708.6,34.5,23759.1,23777.6,23743.1
2025-08-20,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,54.9,23385.3,23330.3,54.9,23410.8,23440.2,23385.3
2025-08-21,Jueves,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-17.3,23271.3,23253.9,86.6,23334.9,23357.8,23271.3
2025-08-22,Viernes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,102.0,23280.8,23382.8,102.0,23250.2,23280.8,23178.8
2025-08-25,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,60.2,23522.2,23582.4,60.2,23492.1,23522.2,23462.0
2025-08-25,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-69.2,23462.0,23531.2,60.2,23492.1,23522.2,23462.0
2025-08-26,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-41.5,23478.4,23436.9,36.1,23458.9,23478.4,23442.3
2025-08-26,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-41.5,23442.3,23483.8,36.1,23458.9,23478.4,23442.3
2025-08-27,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-6.2,23584.8,23578.6,30.9,23597.3,23615.7,23584.8
2025-08-28,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-60.9,23645.7,23584.8,53.0,23615.1,23645.7,23592.7
2025-08-28,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-60.9,23592.7,23653.6,53.0,23615.1,23645.7,23592.7
2025-08-29,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,62.2,23620.8,23558.6,62.2,23635.3,23683.0,23620.8
2025-09-02,Martes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-47.0,23099.6,23052.7,234.9,23301.9,23334.6,23099.6
2025-09-03,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,-43.0,23458.5,23415.5,90.3,23425.9,23458.5,23368.2
2025-09-04,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-48.3,23518.2,23469.9,42.0,23480.4,23518.2,23476.2
2025-09-04,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-48.3,23476.2,23524.5,42.0,23480.4,23518.2,23476.2
2025-09-05,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-13.0,23873.8,23886.7,64.8,23782.8,23805.2,23740.4
2025-09-08,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,32.8,23779.1,23811.8,32.8,23762.7,23779.1,23746.3
2025-09-09,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-26.5,23855.7,23829.2,23.0,23840.0,23855.7,23832.7
2025-09-09,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,23.0,23832.7,23809.7,23.0,23840.0,23855.7,23832.7
2025-09-10,Miércoles,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,46.4,24004.2,23957.8,70.2,23922.8,23957.8,23887.6
2025-09-11,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-14.7,23959.0,23973.7,73.6,23923.1,23953.0,23879.4
2025-09-12,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-6.4,24041.8,24048.1,31.9,24018.2,24038.1,24006.2
2025-09-15,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,62.2,24174.2,24236.5,62.2,24139.9,24174.2,24112.0
2025-09-16,Martes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-41.7,24355.6,24313.9,208.3,24360.8,24563.9,24355.6
2025-09-17,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-40.8,24527.2,24486.4,35.5,24512.7,24527.2,24491.7
2025-09-17,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-40.8,24491.7,24532.5,35.5,24512.7,24527.2,24491.7
2025-09-18,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,-26.2,24762.8,24736.5,99.9,24712.8,24762.8,24662.9
2025-09-18,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-114.9,24662.9,24777.7,99.9,24712.8,24762.8,24662.9
2025-09-19,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-11.3,24738.2,24749.6,56.5,24713.2,24738.1,24681.6
2025-09-22,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,52.6,24816.4,24869.0,52.6,24780.7,24816.4,24763.8
2025-09-23,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,24.7,24987.1,24962.4,24.7,25000.4,25011.9,24987.1
2025-09-24,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,35.7,24870.2,24834.5,35.7,24886.7,24905.8,24870.2
2025-09-25,Jueves,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-31.6,24608.9,24577.3,157.8,24739.1,24766.7,24608.9
2025-09-26,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-16.6,24694.0,24710.6,83.2,24613.8,24670.3,24587.1
2025-09-29,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,54.5,24903.1,24957.6,54.5,24875.8,24903.1,24848.5
2025-09-29,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-62.7,24848.5,24911.3,54.5,24875.8,24903.1,24848.5
2025-09-30,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-57.9,24835.4,24777.4,50.4,24810.2,24835.4,24785.0
2025-09-30,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,50.4,24785.0,24734.6,50.4,24810.2,24835.4,24785.0
2025-10-01,Miércoles,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,103.3,24805.5,24908.8,103.3,24762.4,24805.5,24702.2
2025-10-02,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-13.6,25162.0,25175.6,67.9,25109.5,25122.7,25054.8
2025-10-03,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-10.6,25140.4,25129.8,53.0,25176.2,25193.4,25140.4
2025-10-07,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-13.8,25254.2,25268.1,69.2,25173.2,25205.6,25136.4
2025-10-08,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,36.9,25094.4,25131.4,36.9,25084.5,25094.4,25057.5
2025-10-08,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-42.5,25057.5,25100.0,36.9,25084.5,25094.4,25057.5
2025-10-09,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,31.7,25311.6,25279.9,31.7,25332.3,25343.3,25311.6
2025-10-10,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,41.2,25333.6,25374.9,41.2,25318.2,25333.6,25292.4
2025-10-10,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-47.4,25292.4,25339.8,41.2,25318.2,25333.6,25292.4
2025-10-13,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-108.9,24875.1,24766.2,94.7,24844.6,24875.1,24780.4
2025-10-13,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-108.9,24780.4,24889.3,94.7,24844.6,24875.1,24780.4
2025-10-14,Martes,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,WIN,81.5,24728.2,24809.8,163.0,24634.2,24728.2,24565.2
2025-10-14,Martes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,81.5,24565.2,24483.7,163.0,24634.2,24728.2,24565.2
2025-10-15,Miércoles,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,WIN,25.2,25022.5,24997.3,105.8,24958.5,24997.3,24891.6
2025-10-16,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,84.9,25087.1,25172.0,84.9,25047.7,25087.1,25002.2
2025-10-16,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-97.7,25002.2,25099.9,84.9,25047.7,25087.1,25002.2
2025-10-17,Viernes,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-49.7,24737.0,24786.7,248.6,24508.4,24698.1,24449.5
2025-10-20,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-10.7,25129.5,25140.2,53.4,25097.2,25125.8,25072.4
2025-10-21,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-43.0,25305.3,25262.3,37.4,25281.7,25305.3,25268.0
2025-10-21,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,37.4,25268.0,25230.6,37.4,25281.7,25305.3,25268.0
2025-10-22,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,79.1,25232.8,25153.8,79.1,25265.8,25311.9,25232.8
2025-10-23,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-139.1,25115.3,24976.2,121.0,25080.2,25115.3,24994.3
