Date,Close,High,Low,Open,Volume,fvg_bull,fvg_bear,range_hi,range_lo,equilibrium,is_discount,is_premium,prev_low,prev_high,liquidity_sweep_bull,liquidity_sweep_bear,vol_ma,high_vol,is_down,bullish_ob,ret_5d
2021-07-21,14842.6298828125,14843.169921875,14710.1103515625,14723.669921875,4098520000,True,False,15002.2802734375,14247.580078125,14624.93017578125,False,True,14530.7802734375,14790.599609375,False,False,4559690500.0,False,False,False,0.011822010516188364
2021-07-22,14940.169921875,14941.3798828125,14865.4697265625,14865.4697265625,3597540000,True,False,15002.2802734375,14324.259765625,14663.27001953125,False,True,14710.1103515625,14843.169921875,False,False,4518694000.0,False,False,False,0.007241579597370595
2021-07-23,15111.7900390625,15125.83984375,14948.0400390625,15004.4296875,3997250000,True,False,15125.83984375,14324.259765625,14725.0498046875,False,True,14865.4697265625,14941.3798828125,False,False,4502325500.0,False,False,False,-0.0100510692674316
2021-07-26,15125.9501953125,15142.349609375,15048.23046875,15088.2802734375,4437090000,False,False,15142.349609375,14400.58984375,14771.4697265625,False,True,14948.0400390625,15125.83984375,False,False,4350775500.0,True,False,False,-0.010731892940868293
2021-07-27,14956.9697265625,15107.740234375,14787.7998046875,15103.009765625,4329230000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,15048.23046875,15142.349609375,False,False,4353087000.0,False,True,False,0.0069833794693723306
2021-07-28,15018.099609375,15078.849609375,14913.5498046875,15005.169921875,4268210000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,14787.7998046875,15107.740234375,False,False,4321432500.0,False,False,False,0.004347423493032521
2021-07-29,15048.3603515625,15091.9599609375,15004.419921875,15015.2998046875,3928640000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,14913.5498046875,15078.849609375,False,True,4253174000.0,False,False,False,0.008856732146313995
2021-07-30,14959.900390625,14990.8603515625,14882.3896484375,14882.3896484375,3645050000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,15004.419921875,15091.9599609375,False,False,4214903000.0,False,False,False,0.009990705622021645
2021-08-02,14963.6201171875,15059.8896484375,14945.1298828125,15046.099609375,3746130000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,14882.3896484375,14990.8603515625,False,True,4214638500.0,False,True,False,0.011326820184396347
2021-08-03,15061.419921875,15063.66015625,14864.5302734375,14997.2001953125,4141370000,False,False,15142.349609375,14455.0703125,14798.7099609375,False,True,14945.1298828125,15059.8896484375,True,False,4197230000.0,False,False,False,-0.0005205248768486159
