Datetime,Open,High,Low,Close
2025-11-24 06:15:00+00:00,24391.0,24414.75,24391.0,24403.75
2025-11-24 06:30:00+00:00,24423.5,24414.0,24400.0,24402.5
2025-11-24 06:45:00+00:00,24431.25,24682.0,24422.5,24458.75
2025-11-24 07:00:00+00:00,24455.0,24695.0,24434.5,24430.25
2025-11-24 07:15:00+00:00,24435.0,24700.0,24431.75,24470.25
2025-11-24 07:30:00+00:00,24731.25,24742.5,24475.75,24466.75
2025-11-24 07:45:00+00:00,24482.25,24736.75,24472.25,24504.0
2025-11-24 08:00:00+00:00,24510.25,24537.5,24505.25,24541.75
2025-11-24 08:15:00+00:00,24550.0,24551.5,24535.75,24555.0
2025-11-24 08:30:00+00:00,24557.25,24548.75,24536.0,24540.5
2025-11-24 08:45:00+00:00,24541.0,24748.5,24518.75,24748.5
2025-11-24 09:00:00+00:00,24505.5,24555.25,24498.0,24556.25
2025-11-24 09:15:00+00:00,24570.0,24772.0,24528.25,24523.75
2025-11-24 09:30:00+00:00,24553.0,24937.75,24522.25,24682.75
2025-11-24 09:45:00+00:00,24663.75,24898.0,24599.0,24897.25
2025-11-24 10:00:00+00:00,24716.75,24989.75,24683.0,24950.5
2025-11-24 10:15:00+00:00,24991.0,24987.25,24705.0,24996.25
2025-11-24 10:30:00+00:00,24744.0,25047.75,24737.75,25047.75
2025-11-24 10:45:00+00:00,24817.25,25026.75,24785.75,25029.25
2025-11-24 11:00:00+00:00,24795.25,25111.25,24780.0,25111.25
2025-11-24 11:15:00+00:00,24869.0,25122.0,24866.0,24874.5
2025-11-24 11:30:00+00:00,24874.0,25107.0,24854.5,24877.5
2025-11-24 11:45:00+00:00,24889.75,25095.0,24858.25,24844.0
2025-11-24 12:00:00+00:00,25112.0,25112.0,24838.75,25088.75
2025-11-24 12:15:00+00:00,24853.5,25126.25,24840.75,24889.25
2025-11-24 12:30:00+00:00,24893.75,25169.0,24883.75,25169.0
2025-11-24 12:45:00+00:00,24929.75,25175.25,24920.0,25165.0
2025-11-24 13:00:00+00:00,24929.0,24936.5,24920.25,24942.0
2025-11-24 13:15:00+00:00,24950.25,25191.0,24930.5,24934.0
2025-11-24 13:30:00+00:00,24932.0,24932.75,24924.25,24930.75
2025-11-24 13:45:00+00:00,24934.75,25184.0,24926.5,24929.25
2025-11-24 14:00:00+00:00,24936.0,25186.5,24925.25,24955.5
2025-11-24 14:15:00+00:00,24956.75,25190.25,24937.75,25181.0
2025-11-24 14:30:00+00:00,24936.75,25180.0,24911.75,24924.5
2025-11-24 14:45:00+00:00,24919.75,25161.0,24899.0,25161.0
2025-11-24 15:00:00+00:00,24921.5,24940.75,24914.25,24946.0
2025-11-24 15:15:00+00:00,24944.0,25203.25,24931.5,24938.75
2025-11-24 15:30:00+00:00,24937.5,25191.75,24936.25,25191.75
2025-11-24 15:45:00+00:00,24968.5,25186.0,24931.75,25186.0
2025-11-24 16:00:00+00:00,24942.5,24962.0,24935.25,24966.25
2025-11-24 16:15:00+00:00,24965.5,25211.25,24955.25,24967.75
2025-11-24 16:30:00+00:00,24965.75,24966.0,24960.25,24968.0
2025-11-24 16:45:00+00:00,24964.5,25218.75,24963.5,24963.25
2025-11-24 18:00:00+00:00,24979.0,24972.75,24959.0,24960.75
2025-11-24 18:15:00+00:00,24964.75,24962.5,24958.0,24964.0
2025-11-24 18:30:00+00:00,25214.25,25218.75,24961.0,25218.75
2025-11-24 18:45:00+00:00,24975.25,24979.25,24973.0,24968.5
2025-11-24 19:00:00+00:00,24960.75,24953.0,24937.25,24942.5
2025-11-24 19:15:00+00:00,24939.5,25180.5,24928.0,24926.25
2025-11-24 19:30:00+00:00,24934.25,25195.0,24927.25,24931.25
2025-11-24 19:45:00+00:00,24939.75,25185.25,24931.25,24960.75
2025-11-24 20:00:00+00:00,24959.5,24953.25,24947.25,24949.0
2025-11-24 20:15:00+00:00,24946.25,24942.75,24938.75,24943.25
2025-11-24 20:30:00+00:00,24944.25,24940.25,24930.0,24932.25
2025-11-24 20:45:00+00:00,24933.5,24928.75,24923.5,24923.75
2025-11-24 21:00:00+00:00,24925.0,25178.0,24923.5,24933.75
2025-11-24 21:15:00+00:00,24949.75,24949.25,24930.5,24934.5
2025-11-24 21:30:00+00:00,24935.75,24941.0,24929.75,24945.25
2025-11-24 21:45:00+00:00,24948.25,25189.25,24936.75,24947.0
2025-11-24 22:00:00+00:00,24947.75,25204.5,24946.0,25204.5
2025-11-24 22:15:00+00:00,24953.5,24955.0,24948.75,24947.5
2025-11-24 22:30:00+00:00,24951.25,24944.0,24926.0,24933.75
2025-11-24 22:45:00+00:00,24935.0,24924.75,24917.75,24918.75
2025-11-24 23:00:00+00:00,24926.75,24934.25,24924.0,24937.5
