Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2025-12-31 21:45:00+00:00,25434.75,25444.5,25429.0,25443.0,2297
2026-01-02 05:00:00+00:00,25622.75,25627.75,25612.5,25625.75,858
2026-01-02 05:15:00+00:00,25630.25,25633.25,25622.0,25622.25,588
2026-01-02 05:30:00+00:00,25622.75,25632.0,25621.5,25631.0,671
2026-01-02 05:45:00+00:00,25639.0,25644.0,25622.75,25622.75,942
2026-01-02 06:00:00+00:00,25640.0,25644.0,25634.0,25638.25,611
2026-01-02 06:15:00+00:00,25639.5,25643.75,25638.25,25640.25,348
2026-01-02 06:30:00+00:00,25646.75,25650.0,25634.5,25639.5,767
2026-01-02 06:45:00+00:00,25636.5,25648.75,25635.5,25646.75,528
2026-01-02 07:00:00+00:00,25631.75,25647.5,25631.75,25636.25,670
2026-01-02 07:15:00+00:00,25637.25,25642.75,25624.75,25631.25,1034
2026-01-02 07:30:00+00:00,25640.25,25643.75,25634.75,25637.25,314
2026-01-02 07:45:00+00:00,25637.5,25643.0,25627.0,25639.5,880
2026-01-02 08:00:00+00:00,25689.0,25693.0,25637.0,25637.75,3423
2026-01-02 08:15:00+00:00,25687.5,25701.0,25679.25,25689.75,2225
2026-01-02 08:30:00+00:00,25692.0,25696.0,25676.0,25687.75,1081
2026-01-02 08:45:00+00:00,25710.25,25718.5,25690.75,25693.0,2021
2026-01-02 09:00:00+00:00,25735.25,25740.5,25705.25,25709.0,2777
2026-01-02 09:15:00+00:00,25732.75,25736.0,25715.25,25735.0,1175
2026-01-02 09:30:00+00:00,25730.5,25734.5,25724.0,25733.75,1108
2026-01-02 09:45:00+00:00,25733.0,25737.0,25721.75,25730.25,1179
2026-01-02 10:00:00+00:00,25726.5,25737.25,25722.75,25734.0,930
2026-01-02 10:15:00+00:00,25717.0,25736.25,25712.25,25725.5,1021
2026-01-02 10:30:00+00:00,25722.5,25723.5,25707.5,25716.5,967
2026-01-02 10:45:00+00:00,25730.75,25736.5,25722.0,25722.5,783
2026-01-02 11:00:00+00:00,25735.0,25742.75,25729.5,25730.25,1090
2026-01-02 11:15:00+00:00,25717.5,25736.25,25714.0,25734.75,1033
2026-01-02 11:30:00+00:00,25727.75,25729.0,25717.25,25717.25,690
2026-01-02 11:45:00+00:00,25727.25,25729.25,25716.5,25727.0,803
2026-01-02 12:00:00+00:00,25691.75,25727.25,25680.0,25726.25,3057
2026-01-02 12:15:00+00:00,25694.5,25701.75,25688.0,25692.25,1248
2026-01-02 12:30:00+00:00,25703.25,25705.5,25687.5,25695.25,1114
2026-01-02 12:45:00+00:00,25703.0,25705.0,25693.75,25703.5,1030
2026-01-02 13:00:00+00:00,25702.5,25707.75,25696.25,25703.25,1272
2026-01-02 13:15:00+00:00,25697.75,25709.0,25688.0,25703.0,1501
2026-01-02 13:30:00+00:00,25694.25,25703.0,25688.25,25697.0,1746
2026-01-02 13:45:00+00:00,25692.75,25702.0,25679.25,25694.25,2490
2026-01-02 14:00:00+00:00,25675.0,25707.0,25673.75,25692.0,3508
2026-01-02 14:15:00+00:00,25687.0,25697.75,25662.25,25675.25,5749
2026-01-02 14:30:00+00:00,25690.75,25733.5,25638.25,25686.75,38499
2026-01-02 14:45:00+00:00,25733.0,25803.75,25689.25,25691.0,30315
2026-01-02 15:00:00+00:00,25603.75,25780.0,25593.5,25733.75,29145
2026-01-02 15:15:00+00:00,25490.25,25606.5,25457.25,25604.0,37183
2026-01-02 15:30:00+00:00,25582.25,25604.5,25468.0,25490.0,24901
2026-01-02 15:45:00+00:00,25375.0,25593.5,25360.5,25582.0,32182
2026-01-02 16:00:00+00:00,25378.75,25381.5,25294.25,25375.75,29705
2026-01-02 16:15:00+00:00,25376.75,25406.25,25328.25,25379.0,20473
2026-01-02 16:30:00+00:00,25366.0,25427.25,25361.75,25376.0,17658
2026-01-02 16:45:00+00:00,25341.5,25382.0,25303.5,25364.75,18048
2026-01-02 17:00:00+00:00,25397.0,25403.25,25315.25,25341.25,11646
2026-01-02 17:15:00+00:00,25385.5,25405.5,25361.75,25396.75,7222
